publication_date	list_label	scope	rank	entry_name	issue_url
1984-12-15	Most Popular	most_popular	10	Junkyard Dog	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	1	Tully Blanchard	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	2	Kevin Sullivan	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	3	Ted DiBiase	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	4	Abdullah The Butcher	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	6	Roddy Piper	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	7	Nikolai Volkoff	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	8	Angelo Mosca	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	9	Jim Garvin	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Hated	most_hated	10	Butch Reed	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	1	Tito Santana	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	2	Greg Valentine	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	3	Jimmy Snuka	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	4	Sergeant Slaughter	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	6	Bob Backlund	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	7	Paul Orndorff	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	8	The Iron Sheik	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	9	David Schultz	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	WWF	promotion	10	Roddy Piper	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	2	Abdullah The Butcher	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	5	Jumbo Tsuruta	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	6	Jerry Lawler	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	7	Larry Zbyszko	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	8	Billy Robinson	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	9	Brad Rheingans	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	AWA	promotion	10	Tony Atlas	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	1	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	2	The Spoiler	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	4	Angelo Mosca	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	5	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	6	Angelo Mosca Jr.	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	7	Billy Graham	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	8	Carlos Colon	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	9	Gino Hernandez	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	NWA	promotion	10	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	1	Angelo Mosca	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	2	Billy Graham	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	3	Billy Jack	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	4	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	5	Barry Windham	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	6	Mike Rotundo	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	7	Dick Slater	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	8	Ron Bass	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Florida	territory	9	Kevin Sullivan	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	1	The Spoiler	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	2	Ronnie Garvin	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	3	Ted DiBiase	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	5	Jake Roberts	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	6	Nikolai Volkoff	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	7	Billy Jack	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	8	Krusher Kruschev	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Georgia	territory	10	Jerry Oates	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	1	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	2	Angelo Mosca Jr.	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	3	Tully Blanchard	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	4	Junkyard Dog	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	5	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	7	Mark Youngblood	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	8	Buzz Sawyer	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	9	The Masked Outlaw	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Atlantic	territory	10	Adrian Street	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	1	Magnum T. A.	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	3	Krusher Kruschev	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	5	Junkyard Dog	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	6	Butch Reed	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	7	Nikolai Volkoff	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-South	territory	9	Jay Youngblood	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	1	Tommy Rich	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	2	Rick Rude	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	3	Jerry Lawler	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	4	Masao Ito	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	5	Randy Savage	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	6	King Kong Bundy	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	7	Eddie Gilbert	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	8	Ricky Morton	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	9	Robert Gibson	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Mid-Southern	territory	10	Jim Neidhart	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	1	Rip Oliver	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	4	Mr. Ebony	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	5	Tom Prichard	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	6	Armando Guerrero	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	8	Mike Miller	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Northwest	territory	9	Doug Somers	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	1	Gino Hernandez	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	2	Jim Garvin	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	3	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	4	Chris Adams	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	5	Kevin Von Erich	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	6	Terry Gordy	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	7	Mike Von Erich	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	8	The Missing Link	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	9	Killer Khan	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	World Class	territory	10	Butch Reed	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-01	Top 10	singles	1	Ric Flair	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	2	Rick Martel	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	4	Hulk Hogan	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	5	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	6	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	8	Barry Windham	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	9	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Top 10	singles	10	Tully Blanchard	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	1	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	4	Hulk Hogan	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	5	Rick Martel	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	6	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	7	Barry Windham	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	8	Billy Jack	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	9	Sergeant Slaughter	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Popular	most_popular	10	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	1	Kevin Sullivan	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	3	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	4	Tully Blanchard	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	5	Abdullah The Butcher	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	6	Roddy Piper	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	8	Ted DiBiase	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	9	Angelo Mosca	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Most Hated	most_hated	10	Billy Graham	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	1	Tito Santana	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	2	Greg Valentine	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	3	Jimmy Snuka	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	4	Bob Backlund	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	5	Sergeant Slaughter	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	6	Roddy Piper	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	8	Paul Orndorff	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	9	The Iron Sheik	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	WWF	promotion	10	Ken Patera	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	2	Jumbo Tsuruta	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	4	Tony Atlas	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	5	Abdullah The Butcher	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	6	Mr. Saito	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	7	Jerry Lawler	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	9	Jim Brunzell	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	AWA	promotion	10	Brad Rheingans	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	1	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	2	Ted DiBiase	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	4	Angelo Mosca	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	5	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	6	Scott McGhee	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	7	Angelo Mosca Jr.	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	8	Mike Von Erich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	9	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	NWA	promotion	10	Carlos Colon	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	1	Angelo Mosca	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	2	Scott McGhee	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	3	Billy Jack	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	4	Billy Graham	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	5	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	6	Kevin Sullivan	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	7	Dory Funk, Jr.	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	9	One Man Gang	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Florida	territory	10	Ron Bass	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	1	Ted DiBiase	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	2	Ronnie Garvin	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	4	Buzz Sawyer	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	5	Jake Roberts	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	6	Tommy Rich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	8	Billy Jack	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Georgia	territory	10	Jerry Oates	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	1	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	2	Angelo Mosca Jr.	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	3	Tully Blanchard	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	4	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	6	Mark Youngblood	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	7	Nikita Koloff	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	8	Buzz Sawyer	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	9	The Renegade	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Atlantic	territory	10	Adrian Street	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	1	Magnum T. A.	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	2	Butch Reed	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	3	Hercules Hernandez	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	4	Junkyard Dog	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	6	Ted DiBiase	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	7	Jim Duggan	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	8	Steve Williams	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-South	territory	9	Krusher Kruschev	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	1	Tommy Rich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	2	King Kong Bundy	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	3	Jerry Lawler	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	4	Eddie Gilbert	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	5	Rick Rude	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	6	Randy Savage	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	7	Masao Ito	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	8	Ricky Morton	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	9	Robert Gibson	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Mid-Southern	territory	10	Jim Neidhart	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	1	Rip Oliver	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	4	Matt Borne	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	5	Tom Prichard	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	6	Kevin Kelly	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	7	Mr. Ebony	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	8	Mike Miller	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	9	Doug Somers	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	Northwest	territory	10	Ron Pope	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	1	Mike Von Erich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	2	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	3	Gino Hernandez	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	4	Kevin Von Erich	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	5	Killer Khan	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	6	Chris Adams	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	7	The Missing Link	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	8	Kelly Kiniski	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	9	Butch Reed	http://www.profightdb.com/pwi-monthly/december-1984-286.html
1984-12-01	World Class	territory	10	Jake Roberts	http://www.profightdb.com/pwi-monthly/december-1984-286.html
